SPX (S&P 500 INDEX),2768.78,-40.43
Oct 18 2018 @ 20:06 ET
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int
2018 Oct 19 1425.00 (SPX1819J1425),0.0,0.0,1341.00,1353.00,0,0,2018 Oct 19 1425.00 (SPX1819V1425),0.02,0.0, ,0.05,0,1011
2018 Oct 19 1425.00 (SPXW1819J1425),0.0,0.0,1340.90,1354.80,0,0,2018 Oct 19 1425.00 (SPXW1819V1425),0.0,0.0, ,0.05,0,0
2018 Oct 19 1450.00 (SPX1819J1450),0.0,0.0,1316.00,1328.00,0,0,2018 Oct 19 1450.00 (SPX1819V1450),0.05,0.0, ,0.05,0,1143
2018 Oct 19 1450.00 (SPXW1819J1450),0.0,0.0,1315.90,1330.00,0,0,2018 Oct 19 1450.00 (SPXW1819V1450),0.05,0.0, ,0.05,0,260
2018 Oct 19 1475.00 (SPX1819J1475),0.0,0.0,1291.00,1303.00,0,0,2018 Oct 19 1475.00 (SPX1819V1475),0.05,0.0, ,0.05,0,271
2018 Oct 19 1475.00 (SPXW1819J1475),0.0,0.0,1290.90,1304.80,0,0,2018 Oct 19 1475.00 (SPXW1819V1475),0.05,0.0, ,0.05,0,754
2018 Oct 19 1500.00 (SPX1819J1500),0.0,0.0,1266.00,1277.90,0,0,2018 Oct 19 1500.00 (SPX1819V1500),0.05,0.0, ,0.05,0,39361
2018 Oct 19 1500.00 (SPXW1819J1500),0.0,0.0,1265.90,1279.80,0,0,2018 Oct 19 1500.00 (SPXW1819V1500),0.10,0.0, ,0.05,0,2102
2018 Oct 19 1525.00 (SPX1819J1525),0.0,0.0,1241.00,1252.90,0,0,2018 Oct 19 1525.00 (SPX1819V1525),0.06,0.0, ,0.05,0,3122
2018 Oct 19 1525.00 (SPXW1819J1525),0.0,0.0,1240.90,1255.00,0,0,2018 Oct 19 1525.00 (SPXW1819V1525),0.10,0.0, ,0.05,0,930
2018 Oct 19 1550.00 (SPX1819J1550),0.0,0.0,1216.00,1227.90,0,0,2018 Oct 19 1550.00 (SPX1819V1550),0.05,0.0, ,0.05,0,1958
2018 Oct 19 1550.00 (SPXW1819J1550),0.0,0.0,1215.90,1229.80,0,0,2018 Oct 19 1550.00 (SPXW1819V1550),0.10,0.0, ,0.05,0,3000
2018 Oct 19 1575.00 (SPX1819J1575),0.0,0.0,1191.00,1202.90,0,0,2018 Oct 19 1575.00 (SPX1819V1575),0.05,0.0, ,0.05,0,4654
2018 Oct 19 1575.00 (SPXW1819J1575),0.0,0.0,1190.90,1203.90,0,0,2018 Oct 19 1575.00 (SPXW1819V1575),0.10,0.0, ,0.05,0,775
2018 Oct 19 1600.00 (SPX1819J1600),0.0,0.0,1166.00,1177.90,0,0,2018 Oct 19 1600.00 (SPX1819V1600),0.05,0.0, ,0.05,0,21560
2018 Oct 19 1600.00 (SPXW1819J1600),0.0,0.0,1165.90,1179.80,0,0,2018 Oct 19 1600.00 (SPXW1819V1600),0.05,0.0, ,0.05,0,725
2018 Oct 19 1625.00 (SPX1819J1625),0.0,0.0,1141.00,1152.90,0,0,2018 Oct 19 1625.00 (SPX1819V1625),0.05,0.0, ,0.05,0,5267
2018 Oct 19 1625.00 (SPXW1819J1625),0.0,0.0,1140.90,1154.80,0,0,2018 Oct 19 1625.00 (SPXW1819V1625),0.10,0.0, ,0.05,0,650
2018 Oct 19 1650.00 (SPX1819J1650),0.0,0.0,1116.00,1127.90,0,0,2018 Oct 19 1650.00 (SPX1819V1650),0.15,0.0, ,0.05,0,7286
2018 Oct 19 1650.00 (SPXW1819J1650),0.0,0.0,1115.90,1129.70,0,0,2018 Oct 19 1650.00 (SPXW1819V1650),0.11,0.0, ,0.05,0,347
2018 Oct 19 1675.00 (SPX1819J1675),0.0,0.0,1091.00,1102.90,0,0,2018 Oct 19 1675.00 (SPX1819V1675),0.10,0.0, ,0.05,0,6496
2018 Oct 19 1675.00 (SPXW1819J1675),0.0,0.0,1090.90,1104.60,0,0,2018 Oct 19 1675.00 (SPXW1819V1675),0.08,0.0, ,0.05,0,265
2018 Oct 19 1700.00 (SPX1819J1700),1226.80,0.0,1066.00,1076.80,0,291,2018 Oct 19 1700.00 (SPX1819V1700),0.05,0.0, ,0.05,0,39702
2018 Oct 19 1700.00 (SPXW1819J1700),0.0,0.0,1065.90,1080.30,0,0,2018 Oct 19 1700.00 (SPXW1819V1700),0.05,0.0, ,0.05,0,1281
2018 Oct 19 1725.00 (SPX1819J1725),0.0,0.0,1041.00,1052.90,0,0,2018 Oct 19 1725.00 (SPX1819V1725),0.10,0.0, ,0.05,0,4015
2018 Oct 19 1725.00 (SPXW1819J1725),0.0,0.0,1040.90,1055.30,0,0,2018 Oct 19 1725.00 (SPXW1819V1725),0.10,0.0, ,0.05,0,543
2018 Oct 19 1750.00 (SPX1819J1750),0.0,0.0,1016.00,1027.90,0,0,2018 Oct 19 1750.00 (SPX1819V1750),0.15,0.0, ,0.05,0,6065
2018 Oct 19 1750.00 (SPXW1819J1750),0.0,0.0,1015.90,1029.80,0,0,2018 Oct 19 1750.00 (SPXW1819V1750),0.10,0.0, ,0.05,0,1828
2018 Oct 19 1775.00 (SPX1819J1775),0.0,0.0,991.00,1002.90,0,0,2018 Oct 19 1775.00 (SPX1819V1775),0.25,0.0, ,0.05,0,3643
2018 Oct 19 1775.00 (SPXW1819J1775),0.0,0.0,990.90,1005.10,0,0,2018 Oct 19 1775.00 (SPXW1819V1775),0.05,0.0, ,0.05,0,1635
2018 Oct 19 1800.00 (SPX1819J1800),0.0,0.0,966.00,977.90,0,0,2018 Oct 19 1800.00 (SPX1819V1800),0.15,0.0, ,0.05,0,31572
2018 Oct 19 1800.00 (SPXW1819J1800),1099.65,0.0,965.90,979.10,0,9,2018 Oct 19 1800.00 (SPXW1819V1800),0.05,0.0, ,0.05,0,1024
2018 Oct 19 1825.00 (SPX1819J1825),0.0,0.0,941.00,952.90,0,0,2018 Oct 19 1825.00 (SPX1819V1825),0.10,0.0, ,0.05,0,4637
2018 Oct 19 1825.00 (SPXW1819J1825),0.0,0.0,940.90,954.80,0,0,2018 Oct 19 1825.00 (SPXW1819V1825),0.15,0.0, ,0.05,0,537
2018 Oct 19 1850.00 (SPX1819J1850),0.0,0.0,916.00,927.90,0,0,2018 Oct 19 1850.00 (SPX1819V1850),0.20,0.0, ,0.05,0,9110
2018 Oct 19 1850.00 (SPXW1819J1850),0.0,0.0,915.90,930.30,0,0,2018 Oct 19 1850.00 (SPXW1819V1850),0.10,0.0, ,0.05,0,133
2018 Oct 19 1875.00 (SPX1819J1875),967.79,0.0,891.00,902.90,0,0,2018 Oct 19 1875.00 (SPX1819V1875),0.10,0.0, ,0.05,0,7419
2018 Oct 19 1875.00 (SPXW1819J1875),0.0,0.0,890.90,904.10,0,0,2018 Oct 19 1875.00 (SPXW1819V1875),0.15,0.0, ,0.05,0,431
2018 Oct 19 1900.00 (SPX1819J1900),968.84,0.0,866.70,876.80,0,121,2018 Oct 19 1900.00 (SPX1819V1900),0.05,0.0, ,0.05,0,15019
2018 Oct 19 1900.00 (SPXW1819J1900),0.0,0.0,865.90,879.10,0,0,2018 Oct 19 1900.00 (SPXW1819V1900),0.10,0.0, ,0.05,0,1356
2018 Oct 19 1910.00 (SPX1819J1910),989.56,0.0,856.00,867.90,0,3,2018 Oct 19 1910.00 (SPX1819V1910),0.12,0.0, ,0.05,0,1667
2018 Oct 19 1910.00 (SPXW1819J1910),976.52,0.0,855.90,870.10,0,1,2018 Oct 19 1910.00 (SPXW1819V1910),0.20,0.0, ,0.05,0,202
2018 Oct 19 1920.00 (SPX1819J1920),0.0,0.0,846.00,857.90,0,0,2018 Oct 19 1920.00 (SPX1819V1920),0.11,0.0, ,0.05,0,1035
2018 Oct 19 1920.00 (SPXW1819J1920),0.0,0.0,845.90,860.10,0,0,2018 Oct 19 1920.00 (SPXW1819V1920),0.10,0.0, ,0.05,0,451
2018 Oct 19 1925.00 (SPX1819J1925),863.60,0.0,841.00,852.90,0,3,2018 Oct 19 1925.00 (SPX1819V1925),0.05,0.0, ,0.05,0,2005
2018 Oct 19 1925.00 (SPXW1819J1925),0.0,0.0,840.90,854.10,0,0,2018 Oct 19 1925.00 (SPXW1819V1925),0.30,0.0, ,0.05,0,1368
2018 Oct 19 1930.00 (SPX1819J1930),0.0,0.0,836.00,847.90,0,0,2018 Oct 19 1930.00 (SPX1819V1930),0.20,0.0, ,0.05,0,1445
2018 Oct 19 1930.00 (SPXW1819J1930),0.0,0.0,835.90,849.20,0,0,2018 Oct 19 1930.00 (SPXW1819V1930),0.55,0.0, ,0.05,0,68
2018 Oct 19 1940.00 (SPX1819J1940),0.0,0.0,826.10,837.90,0,0,2018 Oct 19 1940.00 (SPX1819V1940),0.15,0.0, ,0.05,0,1722
2018 Oct 19 1940.00 (SPXW1819J1940),0.0,0.0,825.90,839.90,0,0,2018 Oct 19 1940.00 (SPXW1819V1940),0.05,0.0, ,0.05,0,650
2018 Oct 19 1950.00 (SPX1819J1950),935.37,0.0,816.00,827.90,0,5,2018 Oct 19 1950.00 (SPX1819V1950),0.40,0.0, ,0.05,0,5804
2018 Oct 19 1950.00 (SPXW1819J1950),0.0,0.0,815.90,829.90,0,0,2018 Oct 19 1950.00 (SPXW1819V1950),0.15,0.0, ,0.05,0,260
2018 Oct 19 1960.00 (SPX1819J1960),0.0,0.0,806.10,817.90,0,0,2018 Oct 19 1960.00 (SPX1819V1960),0.05,0.0, ,0.05,0,17385
2018 Oct 19 1960.00 (SPXW1819J1960),0.0,0.0,805.90,820.10,0,0,2018 Oct 19 1960.00 (SPXW1819V1960),0.35,0.0, ,0.05,0,976
2018 Oct 19 1970.00 (SPX1819J1970),0.0,0.0,796.00,807.90,0,0,2018 Oct 19 1970.00 (SPX1819V1970),0.11,0.0, ,0.05,0,1290
2018 Oct 19 1970.00 (SPXW1819J1970),0.0,0.0,795.90,810.10,0,0,2018 Oct 19 1970.00 (SPXW1819V1970),0.35,0.0, ,0.05,0,939
2018 Oct 19 1975.00 (SPX1819J1975),790.03,+40.03,791.10,802.90,1,2,2018 Oct 19 1975.00 (SPX1819V1975),0.10,0.0, ,0.05,0,3253
2018 Oct 19 1975.00 (SPXW1819J1975),0.0,0.0,790.90,804.90,0,0,2018 Oct 19 1975.00 (SPXW1819V1975),0.05,0.0, ,0.05,0,109
2018 Oct 19 1980.00 (SPX1819J1980),0.0,0.0,786.00,797.90,0,0,2018 Oct 19 1980.00 (SPX1819V1980),0.10,0.0, ,0.05,0,2164
2018 Oct 19 1980.00 (SPXW1819J1980),0.0,0.0,785.90,800.10,0,0,2018 Oct 19 1980.00 (SPXW1819V1980),0.45,0.0, ,0.05,0,622
2018 Oct 19 1990.00 (SPX1819J1990),0.0,0.0,776.10,787.90,0,0,2018 Oct 19 1990.00 (SPX1819V1990),0.15,0.0, ,0.05,0,1756
2018 Oct 19 1990.00 (SPXW1819J1990),0.0,0.0,775.90,790.10,0,0,2018 Oct 19 1990.00 (SPXW1819V1990),0.05,0.0, ,0.05,0,68
2018 Oct 19 2000.00 (SPX1819J2000),749.60,0.0,766.00,776.80,0,29867,2018 Oct 19 2000.00 (SPX1819V2000),0.05,0.0, ,0.05,0,48908
2018 Oct 19 2000.00 (SPXW1819J2000),0.0,0.0,765.90,776.90,0,0,2018 Oct 19 2000.00 (SPXW1819V2000),0.05,0.0, ,0.05,0,1428
2018 Oct 19 2010.00 (SPX1819J2010),917.20,0.0,756.10,767.90,0,1,2018 Oct 19 2010.00 (SPX1819V2010),0.15,0.0, ,0.05,0,1610
2018 Oct 19 2010.00 (SPXW1819J2010),0.0,0.0,755.90,766.90,0,0,2018 Oct 19 2010.00 (SPXW1819V2010),0.15,0.0, ,0.05,0,123
2018 Oct 19 2020.00 (SPX1819J2020),0.0,0.0,746.00,757.90,0,0,2018 Oct 19 2020.00 (SPX1819V2020),0.35,0.0, ,0.05,0,1607
2018 Oct 19 2020.00 (SPXW1819J2020),0.0,0.0,745.90,756.90,0,0,2018 Oct 19 2020.00 (SPXW1819V2020),0.15,0.0, ,0.05,0,85
2018 Oct 19 2025.00 (SPX1819J2025),754.47,0.0,741.10,752.90,0,4,2018 Oct 19 2025.00 (SPX1819V2025),0.15,0.0, ,0.05,0,2381
2018 Oct 19 2025.00 (SPXW1819J2025),0.0,0.0,740.90,751.90,0,0,2018 Oct 19 2025.00 (SPXW1819V2025),0.05,0.0, ,0.05,0,179
2018 Oct 19 2030.00 (SPX1819J2030),0.0,0.0,736.10,747.90,0,0,2018 Oct 19 2030.00 (SPX1819V2030),0.40,0.0, ,0.05,0,1656
2018 Oct 19 2030.00 (SPXW1819J2030),0.0,0.0,735.90,746.90,0,0,2018 Oct 19 2030.00 (SPXW1819V2030),0.10,0.0, ,0.05,0,355
2018 Oct 19 2040.00 (SPX1819J2040),713.65,0.0,726.00,737.90,0,2,2018 Oct 19 2040.00 (SPX1819V2040),0.05,0.0, ,0.05,0,1493
2018 Oct 19 2040.00 (SPXW1819J2040),0.0,0.0,725.90,736.90,0,0,2018 Oct 19 2040.00 (SPXW1819V2040),0.70,0.0, ,0.05,0,307
2018 Oct 19 2050.00 (SPX1819J2050),751.72,0.0,716.70,726.80,0,232,2018 Oct 19 2050.00 (SPX1819V2050),0.05,0.0, ,0.05,0,6544
2018 Oct 19 2050.00 (SPXW1819J2050),0.0,0.0,715.90,726.90,0,0,2018 Oct 19 2050.00 (SPXW1819V2050),0.20,0.0, ,0.05,0,222
2018 Oct 19 2060.00 (SPX1819J2060),693.65,0.0,706.10,717.90,0,8,2018 Oct 19 2060.00 (SPX1819V2060),0.10,0.0, ,0.05,0,1388
2018 Oct 19 2060.00 (SPXW1819J2060),0.0,0.0,705.90,716.90,0,0,2018 Oct 19 2060.00 (SPXW1819V2060),0.05,0.0, ,0.05,0,266
2018 Oct 19 2070.00 (SPX1819J2070),687.90,0.0,696.00,707.90,0,2,2018 Oct 19 2070.00 (SPX1819V2070),0.50,0.0, ,0.05,0,1525
2018 Oct 19 2070.00 (SPXW1819J2070),0.0,0.0,695.90,706.90,0,0,2018 Oct 19 2070.00 (SPXW1819V2070),0.65,0.0, ,0.05,0,159
2018 Oct 19 2075.00 (SPX1819J2075),682.90,0.0,691.10,702.90,0,7,2018 Oct 19 2075.00 (SPX1819V2075),0.05,0.0, ,0.05,0,1215
2018 Oct 19 2075.00 (SPXW1819J2075),855.50,0.0,690.90,701.90,0,5,2018 Oct 19 2075.00 (SPXW1819V2075),0.20,0.0, ,0.05,0,132
2018 Oct 19 2080.00 (SPX1819J2080),677.90,0.0,686.00,697.90,0,10,2018 Oct 19 2080.00 (SPX1819V2080),0.18,0.0, ,0.05,0,810
2018 Oct 19 2080.00 (SPXW1819J2080),0.0,0.0,685.90,696.90,0,0,2018 Oct 19 2080.00 (SPXW1819V2080),1.15,0.0, ,0.05,0,155
2018 Oct 19 2090.00 (SPX1819J2090),667.90,0.0,676.00,687.90,0,5,2018 Oct 19 2090.00 (SPX1819V2090),0.25,0.0, ,0.05,0,1127
2018 Oct 19 2090.00 (SPXW1819J2090),0.0,0.0,675.90,686.90,0,0,2018 Oct 19 2090.00 (SPXW1819V2090),0.20,0.0, ,0.05,0,407
2018 Oct 19 2100.00 (SPX1819J2100),658.05,0.0,666.70,676.80,0,568,2018 Oct 19 2100.00 (SPX1819V2100),0.05,0.0, ,0.05,1,24267
2018 Oct 19 2100.00 (SPXW1819J2100),830.60,0.0,665.90,676.90,0,50,2018 Oct 19 2100.00 (SPXW1819V2100),0.05,0.0, ,0.05,0,668
2018 Oct 19 2110.00 (SPX1819J2110),0.0,0.0,656.00,667.90,0,0,2018 Oct 19 2110.00 (SPX1819V2110),0.50,0.0, ,0.05,0,1547
2018 Oct 19 2110.00 (SPXW1819J2110),0.0,0.0,655.90,666.90,0,0,2018 Oct 19 2110.00 (SPXW1819V2110),0.21,0.0, ,0.05,0,127
2018 Oct 19 2120.00 (SPX1819J2120),0.0,0.0,646.00,657.90,0,0,2018 Oct 19 2120.00 (SPX1819V2120),0.15,0.0, ,0.05,0,1079
2018 Oct 19 2120.00 (SPXW1819J2120),0.0,0.0,645.90,656.90,0,0,2018 Oct 19 2120.00 (SPXW1819V2120),0.30,0.0, ,0.05,0,128
2018 Oct 19 2125.00 (SPX1819J2125),0.0,0.0,641.00,652.90,0,0,2018 Oct 19 2125.00 (SPX1819V2125),0.05,0.0, ,0.05,0,2532
2018 Oct 19 2125.00 (SPXW1819J2125),0.0,0.0,640.90,651.90,0,0,2018 Oct 19 2125.00 (SPXW1819V2125),0.10,0.0, ,0.05,0,232
2018 Oct 19 2130.00 (SPX1819J2130),0.0,0.0,636.00,647.90,0,0,2018 Oct 19 2130.00 (SPX1819V2130),0.05,0.0, ,0.05,0,1659
2018 Oct 19 2130.00 (SPXW1819J2130),0.0,0.0,635.90,646.90,0,0,2018 Oct 19 2130.00 (SPXW1819V2130),0.10,0.0, ,0.05,0,378
2018 Oct 19 2140.00 (SPX1819J2140),618.45,0.0,626.00,637.90,0,3,2018 Oct 19 2140.00 (SPX1819V2140),0.05,0.0, ,0.05,0,1543
2018 Oct 19 2140.00 (SPXW1819J2140),0.0,0.0,625.90,636.90,0,0,2018 Oct 19 2140.00 (SPXW1819V2140),0.10,0.0, ,0.05,0,232
2018 Oct 19 2150.00 (SPX1819J2150),608.45,0.0,616.00,626.90,0,208,2018 Oct 19 2150.00 (SPX1819V2150),0.05,0.0, ,0.05,0,10807
2018 Oct 19 2150.00 (SPXW1819J2150),0.0,0.0,615.90,627.00,0,0,2018 Oct 19 2150.00 (SPXW1819V2150),0.10,0.0, ,0.05,0,1546
2018 Oct 19 2160.00 (SPX1819J2160),598.45,0.0,606.00,617.90,0,4,2018 Oct 19 2160.00 (SPX1819V2160),0.05,0.0, ,0.05,0,3201
2018 Oct 19 2160.00 (SPXW1819J2160),0.0,0.0,605.90,617.00,0,0,2018 Oct 19 2160.00 (SPXW1819V2160),0.05,0.0, ,0.05,0,147
2018 Oct 19 2170.00 (SPX1819J2170),588.50,0.0,596.00,608.00,0,10,2018 Oct 19 2170.00 (SPX1819V2170),0.05,0.0, ,0.05,0,1779
2018 Oct 19 2170.00 (SPXW1819J2170),0.0,0.0,595.90,607.00,0,0,2018 Oct 19 2170.00 (SPXW1819V2170),0.10,0.0, ,0.05,0,244
2018 Oct 19 2175.00 (SPX1819J2175),0.0,0.0,591.00,603.00,0,0,2018 Oct 19 2175.00 (SPX1819V2175),0.05,0.0, ,0.05,0,3002
2018 Oct 19 2175.00 (SPXW1819J2175),0.0,0.0,590.90,602.00,0,0,2018 Oct 19 2175.00 (SPXW1819V2175),0.05,0.0, ,0.05,0,5549
2018 Oct 19 2180.00 (SPX1819J2180),578.55,0.0,586.00,598.00,0,5,2018 Oct 19 2180.00 (SPX1819V2180),0.42,0.0, ,0.05,0,1125
2018 Oct 19 2180.00 (SPXW1819J2180),583.28,0.0,585.90,597.00,0,0,2018 Oct 19 2180.00 (SPXW1819V2180),0.35,0.0, ,0.05,0,180
2018 Oct 19 2185.00 (SPX1819J2185),0.0,0.0,581.00,593.00,0,0,2018 Oct 19 2185.00 (SPX1819V2185),0.45,0.0, ,0.05,0,854
2018 Oct 19 2185.00 (SPXW1819J2185),0.0,0.0,580.90,592.00,0,0,2018 Oct 19 2185.00 (SPXW1819V2185),0.10,0.0, ,0.05,0,253
2018 Oct 19 2190.00 (SPX1819J2190),568.55,0.0,576.00,588.00,0,3,2018 Oct 19 2190.00 (SPX1819V2190),0.05,0.0, ,0.05,0,1336
2018 Oct 19 2190.00 (SPXW1819J2190),0.0,0.0,575.90,587.00,0,0,2018 Oct 19 2190.00 (SPXW1819V2190),0.10,0.0, ,0.05,0,261
2018 Oct 19 2195.00 (SPX1819J2195),0.0,0.0,571.00,583.00,0,0,2018 Oct 19 2195.00 (SPX1819V2195),0.05,0.0, ,0.05,0,1333
2018 Oct 19 2195.00 (SPXW1819J2195),0.0,0.0,570.90,582.00,0,0,2018 Oct 19 2195.00 (SPXW1819V2195),0.65,0.0, ,0.05,0,215
2018 Oct 19 2200.00 (SPX1819J2200),704.00,0.0,566.70,576.90,0,113,2018 Oct 19 2200.00 (SPX1819V2200),0.05,0.0, ,0.05,10,19668
2018 Oct 19 2200.00 (SPXW1819J2200),563.12,0.0,565.90,577.00,0,0,2018 Oct 19 2200.00 (SPXW1819V2200),0.05,0.0, ,0.05,0,1548
2018 Oct 19 2205.00 (SPX1819J2205),0.0,0.0,561.00,573.00,0,0,2018 Oct 19 2205.00 (SPX1819V2205),0.05,0.0, ,0.05,0,988
2018 Oct 19 2205.00 (SPXW1819J2205),0.0,0.0,560.90,572.00,0,0,2018 Oct 19 2205.00 (SPXW1819V2205),0.05,-0.05, ,0.05,2,735
2018 Oct 19 2210.00 (SPX1819J2210),0.0,0.0,556.00,568.00,0,0,2018 Oct 19 2210.00 (SPX1819V2210),0.55,0.0, ,0.05,0,2456
2018 Oct 19 2210.00 (SPXW1819J2210),0.0,0.0,555.90,567.00,0,0,2018 Oct 19 2210.00 (SPXW1819V2210),0.05,0.0, ,0.05,0,284
2018 Oct 19 2215.00 (SPX1819J2215),565.10,0.0,551.00,563.00,0,10,2018 Oct 19 2215.00 (SPX1819V2215),0.15,0.0, ,0.05,0,1132
2018 Oct 19 2215.00 (SPXW1819J2215),0.0,0.0,551.00,562.00,0,0,2018 Oct 19 2215.00 (SPXW1819V2215),0.20,0.0, ,0.05,0,590
2018 Oct 19 2220.00 (SPX1819J2220),0.0,0.0,546.00,558.00,0,0,2018 Oct 19 2220.00 (SPX1819V2220),0.10,0.0, ,0.05,0,1390
2018 Oct 19 2220.00 (SPXW1819J2220),0.0,0.0,546.00,557.00,0,0,2018 Oct 19 2220.00 (SPXW1819V2220),0.20,0.0, ,0.05,0,373
2018 Oct 19 2225.00 (SPX1819J2225),0.0,0.0,541.00,553.00,0,0,2018 Oct 19 2225.00 (SPX1819V2225),0.05,0.0, ,0.05,0,4832
2018 Oct 19 2225.00 (SPXW1819J2225),0.0,0.0,541.00,552.00,0,0,2018 Oct 19 2225.00 (SPXW1819V2225),0.05,0.0, ,0.05,0,500
2018 Oct 19 2230.00 (SPX1819J2230),0.0,0.0,536.00,548.00,0,0,2018 Oct 19 2230.00 (SPX1819V2230),0.15,0.0, ,0.05,0,1216
2018 Oct 19 2230.00 (SPXW1819J2230),0.0,0.0,536.00,547.00,0,0,2018 Oct 19 2230.00 (SPXW1819V2230),1.45,0.0, ,0.05,0,82
