SPX (S&P 500 INDEX),2750.79,-16.34
Oct 15 2018 @ 20:00 ET
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int
2018 Oct 15 2790.00 (SPXW1815J2790),0.05,-5.15, ,0.05,5617,1068,2018 Oct 15 2790.00 (SPXW1815V2790),29.16,-0.49,34.60,44.30,549,2936
2018 Oct 15 2795.00 (SPXW1815J2795),0.05,-4.25, ,0.05,2150,289,2018 Oct 15 2795.00 (SPXW1815V2795),31.15,+4.19,39.60,49.30,88,851
2018 Oct 15 2800.00 (SPXW1815J2800),0.05,-2.47, ,0.05,5941,2121,2018 Oct 15 2800.00 (SPXW1815V2800),42.21,+4.87,44.60,54.30,313,4921
2018 Oct 15 2805.00 (SPXW1815J2805),0.05,-1.75, ,0.05,2849,1294,2018 Oct 15 2805.00 (SPXW1815V2805),33.15,-8.40,49.60,59.30,82,1001
2018 Oct 15 2810.00 (SPXW1815J2810),0.03,-1.17, ,0.05,1589,1496,2018 Oct 15 2810.00 (SPXW1815V2810),41.10,-2.30,54.60,64.30,44,809
2018 Oct 15 2815.00 (SPXW1815J2815),0.05,-0.79, ,0.05,640,667,2018 Oct 15 2815.00 (SPXW1815V2815),55.15,+4.50,59.60,69.30,77,1320
2018 Oct 15 2820.00 (SPXW1815J2820),0.05,-0.45, ,0.05,1232,1448,2018 Oct 15 2820.00 (SPXW1815V2820),46.54,-6.51,64.60,74.30,94,1786
2018 Oct 15 2825.00 (SPXW1815J2825),0.05,-0.30, ,0.05,227,984,2018 Oct 15 2825.00 (SPXW1815V2825),69.46,+18.62,69.60,79.30,120,2179
2018 Oct 15 2830.00 (SPXW1815J2830),0.03,-0.32, ,0.05,102,656,2018 Oct 15 2830.00 (SPXW1815V2830),74.10,+11.11,74.60,84.30,71,1277
2018 Oct 15 2835.00 (SPXW1815J2835),0.05,-0.15, ,0.05,110,720,2018 Oct 15 2835.00 (SPXW1815V2835),79.57,+12.42,79.60,89.30,59,1383
2018 Oct 15 2840.00 (SPXW1815J2840),0.25,0.0, ,0.05,0,743,2018 Oct 15 2840.00 (SPXW1815V2840),83.42,+11.17,84.60,94.30,125,2415
2018 Oct 15 2845.00 (SPXW1815J2845),0.05,-0.10, ,0.05,10,596,2018 Oct 15 2845.00 (SPXW1815V2845),82.44,-27.56,89.60,99.30,28,302
2018 Oct 15 2850.00 (SPXW1815J2850),0.02,-0.08, ,0.05,36,1998,2018 Oct 15 2850.00 (SPXW1815V2850),93.42,+9.92,94.60,104.30,252,2652
2018 Oct 15 2855.00 (SPXW1815J2855),0.05,-0.05, ,0.05,5,490,2018 Oct 15 2855.00 (SPXW1815V2855),92.08,+11.64,99.60,109.30,78,659
2018 Oct 15 2860.00 (SPXW1815J2860),0.03,-0.02, ,0.05,4,703,2018 Oct 15 2860.00 (SPXW1815V2860),103.70,+10.10,101.00,111.00,53,2097
2018 Oct 15 2865.00 (SPXW1815J2865),0.05,-0.02, ,0.05,11,811,2018 Oct 15 2865.00 (SPXW1815V2865),104.55,-10.25,106.10,122.00,7,1015
2018 Oct 15 2870.00 (SPXW1815J2870),0.05,0.0, ,0.05,5,511,2018 Oct 15 2870.00 (SPXW1815V2870),121.20,+22.03,111.50,126.90,89,501
2018 Oct 15 2875.00 (SPXW1815J2875),0.05,0.0, ,0.05,20,2877,2018 Oct 15 2875.00 (SPXW1815V2875),114.35,+5.45,116.10,132.00,281,972
2018 Oct 15 2880.00 (SPXW1815J2880),0.05,0.0, ,0.05,12,303,2018 Oct 15 2880.00 (SPXW1815V2880),123.10,+9.07,121.10,137.00,545,712
2018 Oct 15 2885.00 (SPXW1815J2885),0.01,-0.04, ,0.05,4,345,2018 Oct 15 2885.00 (SPXW1815V2885),120.40,+1.55,126.10,142.00,25,1138
2018 Oct 15 2890.00 (SPXW1815J2890),0.05,0.0, ,0.05,0,2061,2018 Oct 15 2890.00 (SPXW1815V2890),130.30,-20.92,131.10,147.00,24,369
2018 Oct 15 2895.00 (SPXW1815J2895),0.05,0.0, ,0.05,22,609,2018 Oct 15 2895.00 (SPXW1815V2895),133.61,-15.39,136.10,152.00,22,539
2018 Oct 15 2900.00 (SPXW1815J2900),0.02,-0.03, ,0.05,2,1552,2018 Oct 15 2900.00 (SPXW1815V2900),138.28,-15.63,141.10,157.00,174,1604
2018 Oct 15 2905.00 (SPXW1815J2905),0.05,0.0, ,0.05,20,899,2018 Oct 15 2905.00 (SPXW1815V2905),140.20,-18.78,146.10,162.00,146,628
2018 Oct 15 2910.00 (SPXW1815J2910),0.05,0.0, ,0.05,6,1963,2018 Oct 15 2910.00 (SPXW1815V2910),142.83,+3.38,151.10,167.00,32,356
2018 Oct 15 2915.00 (SPXW1815J2915),0.05,0.0, ,0.05,4,1389,2018 Oct 15 2915.00 (SPXW1815V2915),150.25,-18.95,156.10,172.00,63,350
2018 Oct 15 2920.00 (SPXW1815J2920),0.02,-0.03, ,0.05,4,1304,2018 Oct 15 2920.00 (SPXW1815V2920),149.25,-23.70,161.10,177.00,12,456
2018 Oct 15 2925.00 (SPXW1815J2925),0.05,0.0, ,0.05,22,2592,2018 Oct 15 2925.00 (SPXW1815V2925),162.03,+2.43,166.10,182.00,7,502
2018 Oct 15 2930.00 (SPXW1815J2930),0.02,-0.03, ,0.05,1,902,2018 Oct 15 2930.00 (SPXW1815V2930),167.07,-20.28,171.10,187.00,7,716
2018 Oct 15 2935.00 (SPXW1815J2935),0.05,0.0, ,0.05,6,805,2018 Oct 15 2935.00 (SPXW1815V2935),161.82,-1.83,176.10,192.00,17,234
2018 Oct 15 2940.00 (SPXW1815J2940),0.03,0.0, ,0.05,0,3125,2018 Oct 15 2940.00 (SPXW1815V2940),184.70,+50.65,181.10,197.00,1,307
2018 Oct 15 2945.00 (SPXW1815J2945),0.03,-0.02, ,0.05,51,1432,2018 Oct 15 2945.00 (SPXW1815V2945),170.30,-6.25,186.10,202.00,2,17
2018 Oct 15 2950.00 (SPXW1815J2950),0.02,0.0, ,0.05,51,1439,2018 Oct 15 2950.00 (SPXW1815V2950),206.35,0.0,191.10,207.00,0,58
2018 Oct 15 2955.00 (SPXW1815J2955),0.03,0.0, ,0.05,0,1594,2018 Oct 15 2955.00 (SPXW1815V2955),212.65,0.0,196.10,212.00,0,49
2018 Oct 15 2960.00 (SPXW1815J2960),0.05,0.0, ,0.05,0,679,2018 Oct 15 2960.00 (SPXW1815V2960),195.92,+138.47,200.10,216.10,4,10
2018 Oct 15 2965.00 (SPXW1815J2965),0.05,-0.03, ,0.05,5,604,2018 Oct 15 2965.00 (SPXW1815V2965),201.58,+103.58,202.70,218.70,3,20
2018 Oct 15 2970.00 (SPXW1815J2970),0.05,0.0, ,0.05,5,794,2018 Oct 15 2970.00 (SPXW1815V2970),206.63,-9.74,207.00,230.70,1,25
2018 Oct 15 2975.00 (SPXW1815J2975),0.05,0.0, ,0.05,0,2122,2018 Oct 15 2975.00 (SPXW1815V2975),203.60,+142.02,212.00,235.90,3,6
2018 Oct 15 2980.00 (SPXW1815J2980),0.05,0.0, ,0.05,0,1126,2018 Oct 15 2980.00 (SPXW1815V2980),89.25,0.0,217.00,240.70,0,13
2018 Oct 15 2985.00 (SPXW1815J2985),0.05,0.0, ,0.05,0,698,2018 Oct 15 2985.00 (SPXW1815V2985),81.10,0.0,222.50,246.30,0,18
2018 Oct 15 2990.00 (SPXW1815J2990),0.08,0.0, ,0.05,0,4562,2018 Oct 15 2990.00 (SPXW1815V2990),218.25,+143.29,227.70,251.50,1,2
2018 Oct 15 2995.00 (SPXW1815J2995),0.03,0.0, ,0.05,0,1958,2018 Oct 15 2995.00 (SPXW1815V2995),91.35,0.0,232.70,256.50,0,2
2018 Oct 15 3000.00 (SPXW1815J3000),0.05,0.0, ,0.05,0,2132,2018 Oct 15 3000.00 (SPXW1815V3000),237.90,+0.35,237.70,261.50,2,350
2018 Oct 15 3005.00 (SPXW1815J3005),0.05,0.0, ,0.05,0,54,2018 Oct 15 3005.00 (SPXW1815V3005),0.0,0.0,242.70,266.50,0,0
2018 Oct 15 3010.00 (SPXW1815J3010),0.05,0.0, ,0.05,0,516,2018 Oct 15 3010.00 (SPXW1815V3010),0.0,0.0,247.70,271.30,0,0
2018 Oct 15 3015.00 (SPXW1815J3015),0.05,0.0, ,0.05,0,2059,2018 Oct 15 3015.00 (SPXW1815V3015),81.92,0.0,252.70,276.50,0,1
2018 Oct 15 3020.00 (SPXW1815J3020),0.20,0.0, ,0.05,0,39,2018 Oct 15 3020.00 (SPXW1815V3020),0.0,0.0,257.70,281.50,0,0
2018 Oct 15 3025.00 (SPXW1815J3025),0.05,0.0, ,0.05,0,167,2018 Oct 15 3025.00 (SPXW1815V3025),84.60,0.0,262.70,286.50,0,1
2018 Oct 15 3030.00 (SPXW1815J3030),0.05,0.0, ,0.05,0,1702,2018 Oct 15 3030.00 (SPXW1815V3030),0.0,0.0,267.70,291.50,0,0
2018 Oct 15 3035.00 (SPXW1815J3035),0.05,0.0, ,0.05,0,33,2018 Oct 15 3035.00 (SPXW1815V3035),0.0,0.0,272.70,296.50,0,0
2018 Oct 15 3040.00 (SPXW1815J3040),0.10,0.0, ,0.05,0,2106,2018 Oct 15 3040.00 (SPXW1815V3040),134.27,0.0,277.70,301.50,0,1
2018 Oct 15 3045.00 (SPXW1815J3045),0.0,0.0, ,0.05,0,0,2018 Oct 15 3045.00 (SPXW1815V3045),0.0,0.0,282.70,306.50,0,0
2018 Oct 15 3050.00 (SPXW1815J3050),0.05,0.0, ,0.05,0,9,2018 Oct 15 3050.00 (SPXW1815V3050),0.0,0.0,287.70,311.50,0,0
2018 Oct 15 3055.00 (SPXW1815J3055),0.25,0.0, ,0.05,0,1249,2018 Oct 15 3055.00 (SPXW1815V3055),0.0,0.0,292.70,316.50,0,0
2018 Oct 15 3060.00 (SPXW1815J3060),0.30,0.0, ,0.05,0,456,2018 Oct 15 3060.00 (SPXW1815V3060),0.0,0.0,297.70,321.50,0,0
2018 Oct 15 3065.00 (SPXW1815J3065),0.0,0.0, ,0.05,0,0,2018 Oct 15 3065.00 (SPXW1815V3065),0.0,0.0,302.70,326.50,0,0
