SPX (S&P 500 INDEX),2767.78,-1.00
Oct 19 2018 @ 23:41 ET
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int
2018 Oct 19 1100.00 (SPX1819J1100),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1100.00 (SPX1819V1100),0.05,0.0,0.0,0.0,0,144
2018 Oct 19 1100.00 (SPXW1819J1100),0.0,0.0,1658.30,1678.40,0,0,2018 Oct 19 1100.00 (SPXW1819V1100),0.05,0.0, ,0.05,0,7
2018 Oct 19 1150.00 (SPX1819J1150),1753.00,0.0,0.0,0.0,0,40,2018 Oct 19 1150.00 (SPX1819V1150),0.05,0.0,0.0,0.0,0,6
2018 Oct 19 1150.00 (SPXW1819J1150),0.0,0.0,1608.30,1628.40,0,0,2018 Oct 19 1150.00 (SPXW1819V1150),0.0,0.0, ,0.05,0,0
2018 Oct 19 1200.00 (SPX1819J1200),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1200.00 (SPX1819V1200),0.05,0.0,0.0,0.0,0,11910
2018 Oct 19 1200.00 (SPXW1819J1200),0.0,0.0,1558.30,1578.40,0,0,2018 Oct 19 1200.00 (SPXW1819V1200),0.0,0.0, ,0.05,0,0
2018 Oct 19 1250.00 (SPX1819J1250),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1250.00 (SPX1819V1250),0.07,0.0,0.0,0.0,0,59
2018 Oct 19 1250.00 (SPXW1819J1250),0.0,0.0,1508.30,1528.40,0,0,2018 Oct 19 1250.00 (SPXW1819V1250),0.05,0.0, ,0.05,0,102
2018 Oct 19 1300.00 (SPX1819J1300),1566.10,0.0,0.0,0.0,0,47,2018 Oct 19 1300.00 (SPX1819V1300),0.05,0.0,0.0,0.0,0,10362
2018 Oct 19 1300.00 (SPXW1819J1300),0.0,0.0,1458.30,1478.40,0,0,2018 Oct 19 1300.00 (SPXW1819V1300),0.05,0.0, ,0.05,0,167
2018 Oct 19 1350.00 (SPX1819J1350),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1350.00 (SPX1819V1350),0.09,0.0,0.0,0.0,0,125
2018 Oct 19 1350.00 (SPXW1819J1350),0.0,0.0,1408.30,1428.40,0,0,2018 Oct 19 1350.00 (SPXW1819V1350),0.10,0.0, ,0.05,0,120
2018 Oct 19 1375.00 (SPX1819J1375),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1375.00 (SPX1819V1375),0.05,0.0,0.0,0.0,0,228
2018 Oct 19 1375.00 (SPXW1819J1375),0.0,0.0,1383.30,1403.40,0,0,2018 Oct 19 1375.00 (SPXW1819V1375),0.10,0.0, ,0.05,0,111
2018 Oct 19 1400.00 (SPX1819J1400),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1400.00 (SPX1819V1400),0.05,0.0,0.0,0.0,0,22794
2018 Oct 19 1400.00 (SPXW1819J1400),0.0,0.0,1358.30,1378.40,0,0,2018 Oct 19 1400.00 (SPXW1819V1400),0.30,0.0, ,0.05,0,10
2018 Oct 19 1425.00 (SPX1819J1425),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1425.00 (SPX1819V1425),0.02,0.0,0.0,0.0,0,1011
2018 Oct 19 1425.00 (SPXW1819J1425),0.0,0.0,1333.30,1353.40,0,0,2018 Oct 19 1425.00 (SPXW1819V1425),0.0,0.0, ,0.05,0,0
2018 Oct 19 1450.00 (SPX1819J1450),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1450.00 (SPX1819V1450),0.05,0.0,0.0,0.0,0,1143
2018 Oct 19 1450.00 (SPXW1819J1450),0.0,0.0,1308.30,1328.40,0,0,2018 Oct 19 1450.00 (SPXW1819V1450),0.05,0.0, ,0.05,0,260
2018 Oct 19 1475.00 (SPX1819J1475),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1475.00 (SPX1819V1475),0.05,0.0,0.0,0.0,0,271
2018 Oct 19 1475.00 (SPXW1819J1475),0.0,0.0,1283.30,1303.40,0,0,2018 Oct 19 1475.00 (SPXW1819V1475),0.05,0.0, ,0.05,0,754
2018 Oct 19 1500.00 (SPX1819J1500),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1500.00 (SPX1819V1500),0.05,0.0,0.0,0.0,0,39361
2018 Oct 19 1500.00 (SPXW1819J1500),0.0,0.0,1258.30,1278.40,0,0,2018 Oct 19 1500.00 (SPXW1819V1500),0.10,0.0, ,0.05,0,2102
2018 Oct 19 1525.00 (SPX1819J1525),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1525.00 (SPX1819V1525),0.06,0.0,0.0,0.0,0,3122
2018 Oct 19 1525.00 (SPXW1819J1525),0.0,0.0,1233.30,1253.40,0,0,2018 Oct 19 1525.00 (SPXW1819V1525),0.10,0.0, ,0.05,0,930
2018 Oct 19 1550.00 (SPX1819J1550),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1550.00 (SPX1819V1550),0.05,0.0,0.0,0.0,0,1958
2018 Oct 19 1550.00 (SPXW1819J1550),0.0,0.0,1208.30,1228.40,0,0,2018 Oct 19 1550.00 (SPXW1819V1550),0.10,0.0, ,0.05,0,3000
2018 Oct 19 1575.00 (SPX1819J1575),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1575.00 (SPX1819V1575),0.05,0.0,0.0,0.0,0,4654
2018 Oct 19 1575.00 (SPXW1819J1575),0.0,0.0,1183.30,1203.40,0,0,2018 Oct 19 1575.00 (SPXW1819V1575),0.10,0.0, ,0.05,0,775
2018 Oct 19 1600.00 (SPX1819J1600),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1600.00 (SPX1819V1600),0.05,0.0,0.0,0.0,0,21560
2018 Oct 19 1600.00 (SPXW1819J1600),0.0,0.0,1158.30,1178.40,0,0,2018 Oct 19 1600.00 (SPXW1819V1600),0.05,0.0, ,0.05,0,725
2018 Oct 19 1625.00 (SPX1819J1625),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1625.00 (SPX1819V1625),0.05,0.0,0.0,0.0,0,5267
2018 Oct 19 1625.00 (SPXW1819J1625),0.0,0.0,1133.30,1153.40,0,0,2018 Oct 19 1625.00 (SPXW1819V1625),0.10,0.0, ,0.05,0,650
2018 Oct 19 1650.00 (SPX1819J1650),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1650.00 (SPX1819V1650),0.15,0.0,0.0,0.0,0,7286
2018 Oct 19 1650.00 (SPXW1819J1650),0.0,0.0,1108.30,1128.40,0,0,2018 Oct 19 1650.00 (SPXW1819V1650),0.11,0.0, ,0.05,0,347
2018 Oct 19 1675.00 (SPX1819J1675),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1675.00 (SPX1819V1675),0.10,0.0,0.0,0.0,0,6496
2018 Oct 19 1675.00 (SPXW1819J1675),0.0,0.0,1083.30,1103.40,0,0,2018 Oct 19 1675.00 (SPXW1819V1675),0.08,0.0, ,0.05,0,265
2018 Oct 19 1700.00 (SPX1819J1700),1226.80,0.0,0.0,0.0,0,291,2018 Oct 19 1700.00 (SPX1819V1700),0.05,0.0,0.0,0.0,0,39702
2018 Oct 19 1700.00 (SPXW1819J1700),0.0,0.0,1058.30,1078.40,0,0,2018 Oct 19 1700.00 (SPXW1819V1700),0.05,0.0, ,0.05,0,1281
2018 Oct 19 1725.00 (SPX1819J1725),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1725.00 (SPX1819V1725),0.10,0.0,0.0,0.0,0,4015
2018 Oct 19 1725.00 (SPXW1819J1725),0.0,0.0,1033.30,1053.40,0,0,2018 Oct 19 1725.00 (SPXW1819V1725),0.10,0.0, ,0.05,0,543
2018 Oct 19 1750.00 (SPX1819J1750),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1750.00 (SPX1819V1750),0.15,0.0,0.0,0.0,0,6065
2018 Oct 19 1750.00 (SPXW1819J1750),0.0,0.0,1008.30,1028.40,0,0,2018 Oct 19 1750.00 (SPXW1819V1750),0.10,0.0, ,0.05,0,1828
2018 Oct 19 1775.00 (SPX1819J1775),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1775.00 (SPX1819V1775),0.25,0.0,0.0,0.0,0,3643
2018 Oct 19 1775.00 (SPXW1819J1775),0.0,0.0,983.30,1003.40,0,0,2018 Oct 19 1775.00 (SPXW1819V1775),0.05,0.0, ,0.05,0,1635
2018 Oct 19 1800.00 (SPX1819J1800),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1800.00 (SPX1819V1800),0.15,0.0,0.0,0.0,0,31572
2018 Oct 19 1800.00 (SPXW1819J1800),1099.65,0.0,958.30,978.40,0,9,2018 Oct 19 1800.00 (SPXW1819V1800),0.05,0.0, ,0.05,0,1024
2018 Oct 19 1825.00 (SPX1819J1825),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1825.00 (SPX1819V1825),0.10,0.0,0.0,0.0,0,4637
2018 Oct 19 1825.00 (SPXW1819J1825),0.0,0.0,933.30,953.40,0,0,2018 Oct 19 1825.00 (SPXW1819V1825),0.15,0.0, ,0.05,0,537
2018 Oct 19 1850.00 (SPX1819J1850),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1850.00 (SPX1819V1850),0.20,0.0,0.0,0.0,0,9110
2018 Oct 19 1850.00 (SPXW1819J1850),0.0,0.0,908.30,928.40,0,0,2018 Oct 19 1850.00 (SPXW1819V1850),0.10,0.0, ,0.05,0,133
2018 Oct 19 1875.00 (SPX1819J1875),967.79,0.0,0.0,0.0,0,0,2018 Oct 19 1875.00 (SPX1819V1875),0.10,0.0,0.0,0.0,0,7419
2018 Oct 19 1875.00 (SPXW1819J1875),0.0,0.0,883.30,903.40,0,0,2018 Oct 19 1875.00 (SPXW1819V1875),0.15,0.0, ,0.05,0,431
2018 Oct 19 1900.00 (SPX1819J1900),968.84,0.0,0.0,0.0,0,121,2018 Oct 19 1900.00 (SPX1819V1900),0.05,0.0,0.0,0.0,0,15019
2018 Oct 19 1900.00 (SPXW1819J1900),0.0,0.0,858.30,878.40,0,0,2018 Oct 19 1900.00 (SPXW1819V1900),0.10,0.0, ,0.05,0,1356
2018 Oct 19 1910.00 (SPX1819J1910),989.56,0.0,0.0,0.0,0,3,2018 Oct 19 1910.00 (SPX1819V1910),0.12,0.0,0.0,0.0,0,1667
2018 Oct 19 1910.00 (SPXW1819J1910),976.52,0.0,848.30,868.40,0,1,2018 Oct 19 1910.00 (SPXW1819V1910),0.20,0.0, ,0.05,0,202
2018 Oct 19 1920.00 (SPX1819J1920),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1920.00 (SPX1819V1920),0.11,0.0,0.0,0.0,0,1035
2018 Oct 19 1920.00 (SPXW1819J1920),0.0,0.0,838.30,858.40,0,0,2018 Oct 19 1920.00 (SPXW1819V1920),0.10,0.0, ,0.05,0,451
2018 Oct 19 1925.00 (SPX1819J1925),863.60,0.0,0.0,0.0,0,3,2018 Oct 19 1925.00 (SPX1819V1925),0.05,0.0,0.0,0.0,0,2005
2018 Oct 19 1925.00 (SPXW1819J1925),0.0,0.0,833.30,853.40,0,0,2018 Oct 19 1925.00 (SPXW1819V1925),0.30,0.0, ,0.05,0,1368
2018 Oct 19 1930.00 (SPX1819J1930),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1930.00 (SPX1819V1930),0.20,0.0,0.0,0.0,0,1445
2018 Oct 19 1930.00 (SPXW1819J1930),0.0,0.0,828.30,848.40,0,0,2018 Oct 19 1930.00 (SPXW1819V1930),0.55,0.0, ,0.05,0,68
2018 Oct 19 1940.00 (SPX1819J1940),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1940.00 (SPX1819V1940),0.15,0.0,0.0,0.0,0,1722
2018 Oct 19 1940.00 (SPXW1819J1940),0.0,0.0,818.30,838.40,0,0,2018 Oct 19 1940.00 (SPXW1819V1940),0.05,0.0, ,0.05,0,650
2018 Oct 19 1950.00 (SPX1819J1950),935.37,0.0,0.0,0.0,0,5,2018 Oct 19 1950.00 (SPX1819V1950),0.40,0.0,0.0,0.0,0,5804
2018 Oct 19 1950.00 (SPXW1819J1950),0.0,0.0,808.30,828.40,0,0,2018 Oct 19 1950.00 (SPXW1819V1950),0.15,0.0, ,0.05,0,260
2018 Oct 19 1960.00 (SPX1819J1960),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1960.00 (SPX1819V1960),0.05,0.0,0.0,0.0,0,17385
2018 Oct 19 1960.00 (SPXW1819J1960),0.0,0.0,798.30,818.40,0,0,2018 Oct 19 1960.00 (SPXW1819V1960),0.35,0.0, ,0.05,0,976
2018 Oct 19 1970.00 (SPX1819J1970),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1970.00 (SPX1819V1970),0.11,0.0,0.0,0.0,0,1290
2018 Oct 19 1970.00 (SPXW1819J1970),0.0,0.0,788.30,808.40,0,0,2018 Oct 19 1970.00 (SPXW1819V1970),0.35,0.0, ,0.05,0,939
2018 Oct 19 1975.00 (SPX1819J1975),790.03,0.0,0.0,0.0,0,2,2018 Oct 19 1975.00 (SPX1819V1975),0.10,0.0,0.0,0.0,0,3253
2018 Oct 19 1975.00 (SPXW1819J1975),0.0,0.0,783.30,803.40,0,0,2018 Oct 19 1975.00 (SPXW1819V1975),0.05,0.0, ,0.05,0,109
2018 Oct 19 1980.00 (SPX1819J1980),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1980.00 (SPX1819V1980),0.10,0.0,0.0,0.0,0,2164
2018 Oct 19 1980.00 (SPXW1819J1980),0.0,0.0,778.30,798.40,0,0,2018 Oct 19 1980.00 (SPXW1819V1980),0.45,0.0, ,0.05,0,622
2018 Oct 19 1990.00 (SPX1819J1990),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 1990.00 (SPX1819V1990),0.15,0.0,0.0,0.0,0,1756
2018 Oct 19 1990.00 (SPXW1819J1990),0.0,0.0,768.30,788.40,0,0,2018 Oct 19 1990.00 (SPXW1819V1990),0.05,0.0, ,0.05,0,68
2018 Oct 19 2000.00 (SPX1819J2000),749.60,0.0,0.0,0.0,0,29867,2018 Oct 19 2000.00 (SPX1819V2000),0.05,0.0,0.0,0.0,0,48908
2018 Oct 19 2000.00 (SPXW1819J2000),0.0,0.0,758.30,778.40,0,0,2018 Oct 19 2000.00 (SPXW1819V2000),0.05,0.0, ,0.05,0,1428
2018 Oct 19 2010.00 (SPX1819J2010),917.20,0.0,0.0,0.0,0,1,2018 Oct 19 2010.00 (SPX1819V2010),0.15,0.0,0.0,0.0,0,1610
2018 Oct 19 2010.00 (SPXW1819J2010),0.0,0.0,748.30,768.40,0,0,2018 Oct 19 2010.00 (SPXW1819V2010),0.15,0.0, ,0.05,0,123
2018 Oct 19 2020.00 (SPX1819J2020),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 2020.00 (SPX1819V2020),0.35,0.0,0.0,0.0,0,1607
2018 Oct 19 2020.00 (SPXW1819J2020),0.0,0.0,738.30,758.40,0,0,2018 Oct 19 2020.00 (SPXW1819V2020),0.15,0.0, ,0.05,0,85
2018 Oct 19 2025.00 (SPX1819J2025),754.47,0.0,0.0,0.0,0,4,2018 Oct 19 2025.00 (SPX1819V2025),0.15,0.0,0.0,0.0,0,2381
2018 Oct 19 2025.00 (SPXW1819J2025),0.0,0.0,733.30,753.40,0,0,2018 Oct 19 2025.00 (SPXW1819V2025),0.05,0.0, ,0.05,0,179
2018 Oct 19 2030.00 (SPX1819J2030),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 2030.00 (SPX1819V2030),0.40,0.0,0.0,0.0,0,1656
2018 Oct 19 2030.00 (SPXW1819J2030),0.0,0.0,728.30,748.40,0,0,2018 Oct 19 2030.00 (SPXW1819V2030),0.10,0.0, ,0.05,0,355
2018 Oct 19 2040.00 (SPX1819J2040),713.65,0.0,0.0,0.0,0,2,2018 Oct 19 2040.00 (SPX1819V2040),0.05,0.0,0.0,0.0,0,1493
2018 Oct 19 2040.00 (SPXW1819J2040),0.0,0.0,718.30,738.40,0,0,2018 Oct 19 2040.00 (SPXW1819V2040),0.70,0.0, ,0.05,0,307
2018 Oct 19 2050.00 (SPX1819J2050),751.72,0.0,0.0,0.0,0,232,2018 Oct 19 2050.00 (SPX1819V2050),0.05,0.0,0.0,0.0,0,6544
2018 Oct 19 2050.00 (SPXW1819J2050),0.0,0.0,708.30,728.40,0,0,2018 Oct 19 2050.00 (SPXW1819V2050),0.20,0.0, ,0.05,0,222
2018 Oct 19 2060.00 (SPX1819J2060),693.65,0.0,0.0,0.0,0,8,2018 Oct 19 2060.00 (SPX1819V2060),0.10,0.0,0.0,0.0,0,1388
2018 Oct 19 2060.00 (SPXW1819J2060),0.0,0.0,698.30,718.40,0,0,2018 Oct 19 2060.00 (SPXW1819V2060),0.05,0.0, ,0.05,0,266
2018 Oct 19 2070.00 (SPX1819J2070),687.90,0.0,0.0,0.0,0,2,2018 Oct 19 2070.00 (SPX1819V2070),0.50,0.0,0.0,0.0,0,1525
2018 Oct 19 2070.00 (SPXW1819J2070),0.0,0.0,688.30,708.40,0,0,2018 Oct 19 2070.00 (SPXW1819V2070),0.65,0.0, ,0.05,0,159
2018 Oct 19 2075.00 (SPX1819J2075),682.90,0.0,0.0,0.0,0,7,2018 Oct 19 2075.00 (SPX1819V2075),0.05,0.0,0.0,0.0,0,1215
2018 Oct 19 2075.00 (SPXW1819J2075),855.50,0.0,683.30,703.40,0,5,2018 Oct 19 2075.00 (SPXW1819V2075),0.20,0.0, ,0.05,0,132
2018 Oct 19 2080.00 (SPX1819J2080),677.90,0.0,0.0,0.0,0,10,2018 Oct 19 2080.00 (SPX1819V2080),0.18,0.0,0.0,0.0,0,810
2018 Oct 19 2080.00 (SPXW1819J2080),0.0,0.0,678.30,698.40,0,0,2018 Oct 19 2080.00 (SPXW1819V2080),1.15,0.0, ,0.05,0,155
2018 Oct 19 2090.00 (SPX1819J2090),667.90,0.0,0.0,0.0,0,5,2018 Oct 19 2090.00 (SPX1819V2090),0.25,0.0,0.0,0.0,0,1127
2018 Oct 19 2090.00 (SPXW1819J2090),0.0,0.0,668.30,688.40,0,0,2018 Oct 19 2090.00 (SPXW1819V2090),0.20,0.0, ,0.05,0,407
2018 Oct 19 2100.00 (SPX1819J2100),658.05,0.0,0.0,0.0,0,568,2018 Oct 19 2100.00 (SPX1819V2100),0.05,0.0,0.0,0.0,0,24266
2018 Oct 19 2100.00 (SPXW1819J2100),830.60,0.0,658.30,678.40,0,50,2018 Oct 19 2100.00 (SPXW1819V2100),0.05,0.0, ,0.05,0,668
2018 Oct 19 2110.00 (SPX1819J2110),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 2110.00 (SPX1819V2110),0.50,0.0,0.0,0.0,0,1547
2018 Oct 19 2110.00 (SPXW1819J2110),0.0,0.0,648.30,668.40,0,0,2018 Oct 19 2110.00 (SPXW1819V2110),0.21,0.0, ,0.05,0,127
2018 Oct 19 2120.00 (SPX1819J2120),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 2120.00 (SPX1819V2120),0.15,0.0,0.0,0.0,0,1079
2018 Oct 19 2120.00 (SPXW1819J2120),0.0,0.0,638.30,658.40,0,0,2018 Oct 19 2120.00 (SPXW1819V2120),0.30,0.0, ,0.05,0,128
2018 Oct 19 2125.00 (SPX1819J2125),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 2125.00 (SPX1819V2125),0.05,0.0,0.0,0.0,0,2532
2018 Oct 19 2125.00 (SPXW1819J2125),0.0,0.0,633.30,653.40,0,0,2018 Oct 19 2125.00 (SPXW1819V2125),0.10,0.0, ,0.05,0,232
2018 Oct 19 2130.00 (SPX1819J2130),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 2130.00 (SPX1819V2130),0.05,0.0,0.0,0.0,0,1659
2018 Oct 19 2130.00 (SPXW1819J2130),0.0,0.0,628.30,648.40,0,0,2018 Oct 19 2130.00 (SPXW1819V2130),0.10,0.0, ,0.05,0,378
2018 Oct 19 2140.00 (SPX1819J2140),618.45,0.0,0.0,0.0,0,3,2018 Oct 19 2140.00 (SPX1819V2140),0.05,0.0,0.0,0.0,0,1543
2018 Oct 19 2140.00 (SPXW1819J2140),0.0,0.0,618.30,638.40,0,0,2018 Oct 19 2140.00 (SPXW1819V2140),0.10,0.0, ,0.05,0,232
2018 Oct 19 2150.00 (SPX1819J2150),608.45,0.0,0.0,0.0,0,208,2018 Oct 19 2150.00 (SPX1819V2150),0.05,0.0,0.0,0.0,0,10807
2018 Oct 19 2150.00 (SPXW1819J2150),0.0,0.0,608.30,628.40,0,0,2018 Oct 19 2150.00 (SPXW1819V2150),0.10,0.0, ,0.05,0,1546
2018 Oct 19 2160.00 (SPX1819J2160),598.45,0.0,0.0,0.0,0,4,2018 Oct 19 2160.00 (SPX1819V2160),0.05,0.0,0.0,0.0,0,3201
2018 Oct 19 2160.00 (SPXW1819J2160),0.0,0.0,598.30,618.40,0,0,2018 Oct 19 2160.00 (SPXW1819V2160),0.05,0.0, ,0.05,0,147
2018 Oct 19 2170.00 (SPX1819J2170),588.50,0.0,0.0,0.0,0,10,2018 Oct 19 2170.00 (SPX1819V2170),0.05,0.0,0.0,0.0,0,1779
2018 Oct 19 2170.00 (SPXW1819J2170),0.0,0.0,588.30,608.40,0,0,2018 Oct 19 2170.00 (SPXW1819V2170),0.10,0.0, ,0.05,0,244
2018 Oct 19 2175.00 (SPX1819J2175),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 2175.00 (SPX1819V2175),0.05,0.0,0.0,0.0,0,3002
2018 Oct 19 2175.00 (SPXW1819J2175),0.0,0.0,583.30,603.40,0,0,2018 Oct 19 2175.00 (SPXW1819V2175),0.05,0.0, ,0.05,0,5549
2018 Oct 19 2180.00 (SPX1819J2180),578.55,0.0,0.0,0.0,0,5,2018 Oct 19 2180.00 (SPX1819V2180),0.42,0.0,0.0,0.0,0,1125
2018 Oct 19 2180.00 (SPXW1819J2180),583.28,0.0,578.30,598.40,0,0,2018 Oct 19 2180.00 (SPXW1819V2180),0.35,0.0, ,0.05,0,180
2018 Oct 19 2185.00 (SPX1819J2185),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 2185.00 (SPX1819V2185),0.45,0.0,0.0,0.0,0,854
2018 Oct 19 2185.00 (SPXW1819J2185),0.0,0.0,573.30,593.40,0,0,2018 Oct 19 2185.00 (SPXW1819V2185),0.10,0.0, ,0.05,0,253
2018 Oct 19 2190.00 (SPX1819J2190),568.55,0.0,0.0,0.0,0,3,2018 Oct 19 2190.00 (SPX1819V2190),0.05,0.0,0.0,0.0,0,1336
2018 Oct 19 2190.00 (SPXW1819J2190),0.0,0.0,568.30,588.40,0,0,2018 Oct 19 2190.00 (SPXW1819V2190),0.10,0.0, ,0.05,0,261
2018 Oct 19 2195.00 (SPX1819J2195),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 2195.00 (SPX1819V2195),0.05,0.0,0.0,0.0,0,1333
2018 Oct 19 2195.00 (SPXW1819J2195),0.0,0.0,563.30,583.40,0,0,2018 Oct 19 2195.00 (SPXW1819V2195),0.65,0.0, ,0.05,0,215
2018 Oct 19 2200.00 (SPX1819J2200),704.00,0.0,0.0,0.0,0,113,2018 Oct 19 2200.00 (SPX1819V2200),0.05,0.0,0.0,0.0,0,19668
2018 Oct 19 2200.00 (SPXW1819J2200),563.12,0.0,558.30,578.40,0,0,2018 Oct 19 2200.00 (SPXW1819V2200),0.05,0.0, ,0.05,0,1548
2018 Oct 19 2205.00 (SPX1819J2205),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 2205.00 (SPX1819V2205),0.05,0.0,0.0,0.0,0,988
2018 Oct 19 2205.00 (SPXW1819J2205),0.0,0.0,553.30,573.40,0,0,2018 Oct 19 2205.00 (SPXW1819V2205),0.05,0.0, ,0.05,0,735
2018 Oct 19 2210.00 (SPX1819J2210),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 2210.00 (SPX1819V2210),0.55,0.0,0.0,0.0,0,2456
2018 Oct 19 2210.00 (SPXW1819J2210),0.0,0.0,548.30,568.40,0,0,2018 Oct 19 2210.00 (SPXW1819V2210),0.05,0.0, ,0.05,0,284
2018 Oct 19 2215.00 (SPX1819J2215),565.10,0.0,0.0,0.0,0,10,2018 Oct 19 2215.00 (SPX1819V2215),0.15,0.0,0.0,0.0,0,1132
2018 Oct 19 2215.00 (SPXW1819J2215),0.0,0.0,543.30,563.40,0,0,2018 Oct 19 2215.00 (SPXW1819V2215),0.20,0.0, ,0.05,0,590
2018 Oct 19 2220.00 (SPX1819J2220),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 2220.00 (SPX1819V2220),0.10,0.0,0.0,0.0,0,1390
2018 Oct 19 2220.00 (SPXW1819J2220),0.0,0.0,538.30,558.40,0,0,2018 Oct 19 2220.00 (SPXW1819V2220),0.20,0.0, ,0.05,0,373
2018 Oct 19 2225.00 (SPX1819J2225),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 2225.00 (SPX1819V2225),0.05,0.0,0.0,0.0,0,4832
2018 Oct 19 2225.00 (SPXW1819J2225),0.0,0.0,533.30,553.40,0,0,2018 Oct 19 2225.00 (SPXW1819V2225),0.05,0.0, ,0.05,0,500
2018 Oct 19 2230.00 (SPX1819J2230),0.0,0.0,0.0,0.0,0,0,2018 Oct 19 2230.00 (SPX1819V2230),0.15,0.0,0.0,0.0,0,1216
