SPX (S&P 500 INDEX),2809.21,-0.71
Oct 17 2018 @ 19:59 ET
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int
2018 Oct 17 2495.00 (SPXW1817J2495),0.0,0.0,303.20,326.30,0,0,2018 Oct 17 2495.00 (SPXW1817V2495),0.25,0.0, ,0.05,0,44
2018 Oct 17 2500.00 (SPXW1817J2500),0.0,0.0,298.20,321.30,0,0,2018 Oct 17 2500.00 (SPXW1817V2500),0.05,0.0, ,0.05,0,5270
2018 Oct 17 2505.00 (SPXW1817J2505),0.0,0.0,293.20,316.30,0,0,2018 Oct 17 2505.00 (SPXW1817V2505),0.05,0.0, ,0.05,0,295
2018 Oct 17 2510.00 (SPXW1817J2510),0.0,0.0,288.20,311.50,0,0,2018 Oct 17 2510.00 (SPXW1817V2510),0.35,0.0, ,0.05,0,1040
2018 Oct 17 2515.00 (SPXW1817J2515),0.0,0.0,283.20,306.30,0,0,2018 Oct 17 2515.00 (SPXW1817V2515),0.25,0.0, ,0.05,0,190
2018 Oct 17 2520.00 (SPXW1817J2520),280.07,0.0,278.20,301.30,0,6,2018 Oct 17 2520.00 (SPXW1817V2520),0.30,0.0, ,0.05,0,163
2018 Oct 17 2525.00 (SPXW1817J2525),275.02,0.0,273.20,296.30,0,6,2018 Oct 17 2525.00 (SPXW1817V2525),0.03,0.0, ,0.05,0,3040
2018 Oct 17 2530.00 (SPXW1817J2530),0.0,0.0,268.20,291.30,0,0,2018 Oct 17 2530.00 (SPXW1817V2530),0.05,0.0, ,0.05,0,522
2018 Oct 17 2535.00 (SPXW1817J2535),0.0,0.0,263.20,286.30,0,0,2018 Oct 17 2535.00 (SPXW1817V2535),0.05,0.0, ,0.05,25,189
2018 Oct 17 2540.00 (SPXW1817J2540),0.0,0.0,258.20,281.30,0,0,2018 Oct 17 2540.00 (SPXW1817V2540),0.05,0.0, ,0.05,10,340
2018 Oct 17 2545.00 (SPXW1817J2545),0.0,0.0,253.20,276.30,0,0,2018 Oct 17 2545.00 (SPXW1817V2545),0.05,0.0, ,0.05,0,330
2018 Oct 17 2550.00 (SPXW1817J2550),0.0,0.0,248.20,271.30,0,0,2018 Oct 17 2550.00 (SPXW1817V2550),0.05,0.0, ,0.05,110,3374
2018 Oct 17 2555.00 (SPXW1817J2555),0.0,0.0,243.20,266.30,0,0,2018 Oct 17 2555.00 (SPXW1817V2555),0.04,-0.01, ,0.05,100,1344
2018 Oct 17 2560.00 (SPXW1817J2560),243.21,-90.29,238.20,261.30,1,1,2018 Oct 17 2560.00 (SPXW1817V2560),0.05,0.0, ,0.05,0,294
2018 Oct 17 2565.00 (SPXW1817J2565),0.0,0.0,233.20,256.30,0,0,2018 Oct 17 2565.00 (SPXW1817V2565),0.05,0.0, ,0.05,0,2693
2018 Oct 17 2570.00 (SPXW1817J2570),0.0,0.0,228.20,251.30,0,0,2018 Oct 17 2570.00 (SPXW1817V2570),0.05,0.0, ,0.05,914,5104
2018 Oct 17 2575.00 (SPXW1817J2575),212.80,-105.75,223.20,246.30,11,1,2018 Oct 17 2575.00 (SPXW1817V2575),0.05,0.0, ,0.05,0,3051
2018 Oct 17 2580.00 (SPXW1817J2580),0.0,0.0,218.20,241.30,0,0,2018 Oct 17 2580.00 (SPXW1817V2580),0.05,0.0, ,0.05,0,910
2018 Oct 17 2585.00 (SPXW1817J2585),0.0,0.0,213.20,236.30,0,0,2018 Oct 17 2585.00 (SPXW1817V2585),0.05,0.0, ,0.05,0,302
2018 Oct 17 2590.00 (SPXW1817J2590),0.0,0.0,208.20,231.30,0,0,2018 Oct 17 2590.00 (SPXW1817V2590),0.05,0.0, ,0.05,0,1211
2018 Oct 17 2595.00 (SPXW1817J2595),0.0,0.0,203.70,226.30,0,0,2018 Oct 17 2595.00 (SPXW1817V2595),0.10,0.0, ,0.05,0,890
2018 Oct 17 2600.00 (SPXW1817J2600),0.0,0.0,200.60,216.60,0,0,2018 Oct 17 2600.00 (SPXW1817V2600),0.05,0.0, ,0.05,76,14762
2018 Oct 17 2605.00 (SPXW1817J2605),0.0,0.0,196.50,212.00,0,0,2018 Oct 17 2605.00 (SPXW1817V2605),0.05,0.0, ,0.05,0,885
2018 Oct 17 2610.00 (SPXW1817J2610),0.0,0.0,191.50,207.00,0,0,2018 Oct 17 2610.00 (SPXW1817V2610),0.05,0.0, ,0.05,16,535
2018 Oct 17 2615.00 (SPXW1817J2615),0.0,0.0,186.50,202.00,0,0,2018 Oct 17 2615.00 (SPXW1817V2615),0.05,-0.05, ,0.05,463,722
2018 Oct 17 2620.00 (SPXW1817J2620),0.0,0.0,181.50,197.00,0,0,2018 Oct 17 2620.00 (SPXW1817V2620),0.05,-0.03, ,0.05,7,433
2018 Oct 17 2625.00 (SPXW1817J2625),0.0,0.0,176.30,191.50,0,0,2018 Oct 17 2625.00 (SPXW1817V2625),0.05,-0.05, ,0.05,21,4135
2018 Oct 17 2630.00 (SPXW1817J2630),0.0,0.0,171.50,187.00,0,0,2018 Oct 17 2630.00 (SPXW1817V2630),0.05,-0.05, ,0.05,45,2739
2018 Oct 17 2635.00 (SPXW1817J2635),0.0,0.0,166.50,182.00,0,0,2018 Oct 17 2635.00 (SPXW1817V2635),0.05,-0.05, ,0.05,509,8717
2018 Oct 17 2640.00 (SPXW1817J2640),0.0,0.0,161.50,177.00,0,0,2018 Oct 17 2640.00 (SPXW1817V2640),0.05,-0.05, ,0.05,26,957
2018 Oct 17 2645.00 (SPXW1817J2645),0.0,0.0,156.50,172.00,0,0,2018 Oct 17 2645.00 (SPXW1817V2645),0.05,-0.05, ,0.05,68,1153
2018 Oct 17 2650.00 (SPXW1817J2650),150.85,0.0,151.50,167.00,0,4,2018 Oct 17 2650.00 (SPXW1817V2650),0.05,-0.05, ,0.05,81,7737
2018 Oct 17 2655.00 (SPXW1817J2655),0.0,0.0,146.50,162.00,0,0,2018 Oct 17 2655.00 (SPXW1817V2655),0.05,-0.04, ,0.05,26,1136
2018 Oct 17 2660.00 (SPXW1817J2660),98.80,0.0,141.50,157.00,0,1,2018 Oct 17 2660.00 (SPXW1817V2660),0.05,-0.10, ,0.05,113,619
2018 Oct 17 2665.00 (SPXW1817J2665),126.45,0.0,136.50,152.00,0,1,2018 Oct 17 2665.00 (SPXW1817V2665),0.05,-0.05, ,0.05,24,761
2018 Oct 17 2670.00 (SPXW1817J2670),131.00,0.0,131.50,147.00,0,17,2018 Oct 17 2670.00 (SPXW1817V2670),0.15,0.0, ,0.05,0,1871
2018 Oct 17 2675.00 (SPXW1817J2675),94.92,0.0,126.30,141.50,0,12,2018 Oct 17 2675.00 (SPXW1817V2675),0.05,-0.10, ,0.05,50,3246
2018 Oct 17 2680.00 (SPXW1817J2680),0.0,0.0,121.50,137.00,0,0,2018 Oct 17 2680.00 (SPXW1817V2680),0.05,-0.10, ,0.05,96,1095
2018 Oct 17 2685.00 (SPXW1817J2685),0.0,0.0,116.50,132.00,0,0,2018 Oct 17 2685.00 (SPXW1817V2685),0.05,-0.10, ,0.05,163,420
2018 Oct 17 2690.00 (SPXW1817J2690),80.80,0.0,111.50,127.00,0,2,2018 Oct 17 2690.00 (SPXW1817V2690),0.05,-0.15, ,0.05,3023,1372
2018 Oct 17 2695.00 (SPXW1817J2695),73.13,0.0,106.50,121.60,0,24,2018 Oct 17 2695.00 (SPXW1817V2695),0.05,-0.10, ,0.05,1092,1693
2018 Oct 17 2700.00 (SPXW1817J2700),99.50,0.0,101.00,116.10,0,31,2018 Oct 17 2700.00 (SPXW1817V2700),0.05,-0.13, ,0.05,3451,9094
2018 Oct 17 2705.00 (SPXW1817J2705),67.70,0.0,99.00,108.50,0,16,2018 Oct 17 2705.00 (SPXW1817V2705),0.03,-0.27, ,0.05,622,380
2018 Oct 17 2710.00 (SPXW1817J2710),99.00,+9.35,94.00,103.50,1,25,2018 Oct 17 2710.00 (SPXW1817V2710),0.05,-0.19, ,0.05,3181,1091
2018 Oct 17 2715.00 (SPXW1817J2715),86.85,0.0,89.00,98.50,0,60,2018 Oct 17 2715.00 (SPXW1817V2715),0.01,-0.34, ,0.05,970,2135
2018 Oct 17 2720.00 (SPXW1817J2720),54.93,0.0,84.30,93.50,0,64,2018 Oct 17 2720.00 (SPXW1817V2720),0.05,-0.25, ,0.05,1357,3650
2018 Oct 17 2725.00 (SPXW1817J2725),77.05,0.0,79.30,88.50,0,88,2018 Oct 17 2725.00 (SPXW1817V2725),0.05,-0.25, ,0.05,2502,4015
2018 Oct 17 2730.00 (SPXW1817J2730),64.00,+6.73,74.00,83.50,2,107,2018 Oct 17 2730.00 (SPXW1817V2730),0.05,-0.25, ,0.05,1280,1587
2018 Oct 17 2735.00 (SPXW1817J2735),70.70,+1.52,69.30,78.50,2,188,2018 Oct 17 2735.00 (SPXW1817V2735),0.05,-0.51, ,0.05,2197,2165
2018 Oct 17 2740.00 (SPXW1817J2740),66.65,+1.25,64.00,73.50,8,111,2018 Oct 17 2740.00 (SPXW1817V2740),0.05,-0.40, ,0.05,1747,2667
2018 Oct 17 2745.00 (SPXW1817J2745),69.99,+11.81,59.00,68.50,13,452,2018 Oct 17 2745.00 (SPXW1817V2745),0.05,-0.45, ,0.05,1248,1419
2018 Oct 17 2750.00 (SPXW1817J2750),58.49,-2.91,54.30,63.50,41,8488,2018 Oct 17 2750.00 (SPXW1817V2750),0.05,-0.45, ,0.05,7226,12069
2018 Oct 17 2755.00 (SPXW1817J2755),52.27,-5.93,49.30,58.50,15,136,2018 Oct 17 2755.00 (SPXW1817V2755),0.05,-0.60, ,0.05,2204,1710
2018 Oct 17 2760.00 (SPXW1817J2760),46.69,-6.28,44.30,53.50,48,478,2018 Oct 17 2760.00 (SPXW1817V2760),0.05,-0.79, ,0.05,5300,4411
2018 Oct 17 2765.00 (SPXW1817J2765),39.95,-2.32,39.30,48.50,60,708,2018 Oct 17 2765.00 (SPXW1817V2765),0.05,-0.94, ,0.05,5052,5290
2018 Oct 17 2770.00 (SPXW1817J2770),38.51,-2.49,34.00,43.50,130,811,2018 Oct 17 2770.00 (SPXW1817V2770),0.05,-1.14, ,0.05,6860,4037
2018 Oct 17 2775.00 (SPXW1817J2775),33.53,-0.07,29.30,38.50,212,2239,2018 Oct 17 2775.00 (SPXW1817V2775),0.05,-1.39, ,0.05,8761,5034
2018 Oct 17 2780.00 (SPXW1817J2780),28.48,-0.88,24.30,33.50,423,2845,2018 Oct 17 2780.00 (SPXW1817V2780),0.05,-1.70, ,0.05,10086,2890
2018 Oct 17 2785.00 (SPXW1817J2785),23.53,-9.07,19.30,28.50,999,1698,2018 Oct 17 2785.00 (SPXW1817V2785),0.05,-2.23, ,0.05,6385,2752
2018 Oct 17 2790.00 (SPXW1817J2790),19.85,-8.40,14.30,23.50,1981,1244,2018 Oct 17 2790.00 (SPXW1817V2790),0.05,-2.88, ,0.05,13596,3894
2018 Oct 17 2795.00 (SPXW1817J2795),13.95,-10.55,9.90,19.00,2527,1744,2018 Oct 17 2795.00 (SPXW1817V2795),0.05,-3.85, ,0.05,7863,2720
2018 Oct 17 2800.00 (SPXW1817J2800),8.91,-11.59,4.00,13.50,11161,6517,2018 Oct 17 2800.00 (SPXW1817V2800),0.05,-4.85, ,0.05,18864,6597
2018 Oct 17 2805.00 (SPXW1817J2805),4.40,-11.90,0.55,6.90,6581,961,2018 Oct 17 2805.00 (SPXW1817V2805),0.05,-5.95, ,0.05,7717,1468
2018 Oct 17 2810.00 (SPXW1817J2810),0.10,-13.10,0.05,0.45,12185,2280,2018 Oct 17 2810.00 (SPXW1817V2810),0.55,-6.45,0.40,1.50,5701,1059
2018 Oct 17 2815.00 (SPXW1817J2815),0.05,-9.55, ,0.05,14903,2414,2018 Oct 17 2815.00 (SPXW1817V2815),5.50,-6.15,3.00,7.10,1858,623
2018 Oct 17 2820.00 (SPXW1817J2820),0.02,-7.88, ,0.05,15514,2728,2018 Oct 17 2820.00 (SPXW1817V2820),10.45,-5.10,9.00,15.70,773,933
2018 Oct 17 2825.00 (SPXW1817J2825),0.05,-5.24, ,0.05,7533,5292,2018 Oct 17 2825.00 (SPXW1817V2825),16.60,-5.70,11.40,21.00,1478,7336
2018 Oct 17 2830.00 (SPXW1817J2830),0.05,-3.95, ,0.05,9308,3425,2018 Oct 17 2830.00 (SPXW1817V2830),20.25,-0.90,16.00,25.50,399,853
2018 Oct 17 2835.00 (SPXW1817J2835),0.05,-2.55, ,0.05,4769,2996,2018 Oct 17 2835.00 (SPXW1817V2835),21.70,-3.45,21.00,30.50,189,1773
2018 Oct 17 2840.00 (SPXW1817J2840),0.05,-1.75, ,0.05,4250,924,2018 Oct 17 2840.00 (SPXW1817V2840),31.75,-0.25,26.00,35.50,325,2930
2018 Oct 17 2845.00 (SPXW1817J2845),0.03,-1.17, ,0.05,2026,3477,2018 Oct 17 2845.00 (SPXW1817V2845),38.65,+4.34,31.00,40.50,13,2615
2018 Oct 17 2850.00 (SPXW1817J2850),0.08,-0.72, ,0.05,2383,3362,2018 Oct 17 2850.00 (SPXW1817V2850),49.10,+10.09,36.00,45.50,40,6053
2018 Oct 17 2855.00 (SPXW1817J2855),0.05,-0.50, ,0.05,343,934,2018 Oct 17 2855.00 (SPXW1817V2855),46.65,+2.65,41.00,50.50,34,546
2018 Oct 17 2860.00 (SPXW1817J2860),0.05,-0.35, ,0.05,392,685,2018 Oct 17 2860.00 (SPXW1817V2860),51.70,+3.30,46.00,55.50,30,665
2018 Oct 17 2865.00 (SPXW1817J2865),0.05,-0.25, ,0.05,92,731,2018 Oct 17 2865.00 (SPXW1817V2865),53.75,-15.25,51.00,60.50,15,814
2018 Oct 17 2870.00 (SPXW1817J2870),0.05,-0.18, ,0.05,47,5127,2018 Oct 17 2870.00 (SPXW1817V2870),59.00,-8.95,56.00,65.50,28,4818
2018 Oct 17 2875.00 (SPXW1817J2875),0.02,-0.18, ,0.05,35,2291,2018 Oct 17 2875.00 (SPXW1817V2875),67.88,-33.33,61.00,70.50,23,3304
2018 Oct 17 2880.00 (SPXW1817J2880),0.15,0.0, ,0.05,0,1387,2018 Oct 17 2880.00 (SPXW1817V2880),72.57,-3.73,66.00,75.50,41,4459
2018 Oct 17 2885.00 (SPXW1817J2885),0.05,-0.04, ,0.05,41,729,2018 Oct 17 2885.00 (SPXW1817V2885),71.18,-21.22,71.00,80.50,32,149
2018 Oct 17 2890.00 (SPXW1817J2890),0.05,-0.07, ,0.05,27,880,2018 Oct 17 2890.00 (SPXW1817V2890),81.69,+3.54,76.00,85.50,18,331
2018 Oct 17 2895.00 (SPXW1817J2895),0.05,-0.08, ,0.05,97,2657,2018 Oct 17 2895.00 (SPXW1817V2895),84.51,+1.26,81.00,90.50,6206,10865
2018 Oct 17 2900.00 (SPXW1817J2900),0.03,-0.07, ,0.05,5465,1670,2018 Oct 17 2900.00 (SPXW1817V2900),98.35,-1.50,86.00,95.50,5426,6806
2018 Oct 17 2905.00 (SPXW1817J2905),0.05,-0.05, ,0.05,9,545,2018 Oct 17 2905.00 (SPXW1817V2905),103.40,+10.20,91.00,100.50,5,165
2018 Oct 17 2910.00 (SPXW1817J2910),0.05,-0.05, ,0.05,23,5367,2018 Oct 17 2910.00 (SPXW1817V2910),114.10,-24.47,96.40,106.00,2,568
2018 Oct 17 2915.00 (SPXW1817J2915),0.05,-0.05, ,0.05,2,554,2018 Oct 17 2915.00 (SPXW1817V2915),105.75,-38.66,100.10,110.10,11,108
2018 Oct 17 2920.00 (SPXW1817J2920),0.05,0.0, ,0.05,10,3076,2018 Oct 17 2920.00 (SPXW1817V2920),123.20,+6.95,103.00,118.30,3,336
2018 Oct 17 2925.00 (SPXW1817J2925),0.07,0.0, ,0.05,0,1105,2018 Oct 17 2925.00 (SPXW1817V2925),135.10,0.0,108.00,123.70,0,123
2018 Oct 17 2930.00 (SPXW1817J2930),0.10,0.0, ,0.05,0,1468,2018 Oct 17 2930.00 (SPXW1817V2930),126.75,-33.35,113.00,128.30,2,362
2018 Oct 17 2935.00 (SPXW1817J2935),0.05,0.0, ,0.05,0,2605,2018 Oct 17 2935.00 (SPXW1817V2935),126.25,-46.09,118.40,134.00,26,537
2018 Oct 17 2940.00 (SPXW1817J2940),0.05,0.0, ,0.05,0,3706,2018 Oct 17 2940.00 (SPXW1817V2940),130.85,+80.75,123.40,139.00,15,217
2018 Oct 17 2945.00 (SPXW1817J2945),0.05,0.0, ,0.05,10,2615,2018 Oct 17 2945.00 (SPXW1817V2945),64.08,0.0,128.00,143.30,0,304
2018 Oct 17 2950.00 (SPXW1817J2950),0.05,0.0, ,0.05,0,3054,2018 Oct 17 2950.00 (SPXW1817V2950),141.25,-6.35,133.00,148.50,10,31
2018 Oct 17 2955.00 (SPXW1817J2955),0.05,0.0, ,0.05,0,388,2018 Oct 17 2955.00 (SPXW1817V2955),55.57,0.0,138.00,153.50,0,7
2018 Oct 17 2960.00 (SPXW1817J2960),0.05,0.0, ,0.05,0,4305,2018 Oct 17 2960.00 (SPXW1817V2960),69.05,0.0,143.40,159.00,0,26
2018 Oct 17 2965.00 (SPXW1817J2965),0.05,0.0, ,0.05,0,1225,2018 Oct 17 2965.00 (SPXW1817V2965),170.03,-29.54,148.40,164.00,1,5
2018 Oct 17 2970.00 (SPXW1817J2970),0.05,0.0, ,0.05,0,3118,2018 Oct 17 2970.00 (SPXW1817V2970),174.97,-29.69,153.00,168.50,1,11
2018 Oct 17 2975.00 (SPXW1817J2975),0.05,0.0, ,0.05,0,239,2018 Oct 17 2975.00 (SPXW1817V2975),50.15,0.0,158.00,173.50,0,2
2018 Oct 17 2980.00 (SPXW1817J2980),0.05,0.0, ,0.05,0,354,2018 Oct 17 2980.00 (SPXW1817V2980),47.50,0.0,163.00,178.30,0,11
2018 Oct 17 2985.00 (SPXW1817J2985),0.02,0.0, ,0.05,0,237,2018 Oct 17 2985.00 (SPXW1817V2985),0.0,0.0,168.40,184.00,0,0
2018 Oct 17 2990.00 (SPXW1817J2990),0.02,-0.03, ,0.05,10,342,2018 Oct 17 2990.00 (SPXW1817V2990),57.85,0.0,173.00,188.30,0,1
2018 Oct 17 2995.00 (SPXW1817J2995),0.02,-0.03, ,0.05,10,1015,2018 Oct 17 2995.00 (SPXW1817V2995),0.0,0.0,178.40,193.50,0,0
2018 Oct 17 3000.00 (SPXW1817J3000),0.05,0.0, ,0.05,0,2121,2018 Oct 17 3000.00 (SPXW1817V3000),69.94,0.0,183.40,199.00,0,2
2018 Oct 17 3005.00 (SPXW1817J3005),0.35,0.0, ,0.05,0,1020,2018 Oct 17 3005.00 (SPXW1817V3005),0.0,0.0,188.00,203.50,0,0
2018 Oct 17 3010.00 (SPXW1817J3010),0.05,0.0, ,0.05,0,2038,2018 Oct 17 3010.00 (SPXW1817V3010),0.0,0.0,193.00,208.50,0,0
2018 Oct 17 3015.00 (SPXW1817J3015),1.06,0.0, ,0.05,0,67,2018 Oct 17 3015.00 (SPXW1817V3015),0.0,0.0,198.00,213.50,0,0
2018 Oct 17 3020.00 (SPXW1817J3020),0.05,0.0, ,0.05,0,808,2018 Oct 17 3020.00 (SPXW1817V3020),0.0,0.0,203.00,219.00,0,0
2018 Oct 17 3025.00 (SPXW1817J3025),0.20,0.0, ,0.05,0,996,2018 Oct 17 3025.00 (SPXW1817V3025),0.0,0.0,204.20,227.50,0,0
2018 Oct 17 3030.00 (SPXW1817J3030),0.05,0.0, ,0.05,0,882,2018 Oct 17 3030.00 (SPXW1817V3030),0.0,0.0,209.20,233.00,0,0
2018 Oct 17 3035.00 (SPXW1817J3035),0.10,0.0, ,0.05,0,7,2018 Oct 17 3035.00 (SPXW1817V3035),0.0,0.0,214.20,237.50,0,0
2018 Oct 17 3040.00 (SPXW1817J3040),0.10,0.0, ,0.05,0,42,2018 Oct 17 3040.00 (SPXW1817V3040),0.0,0.0,219.20,242.50,0,0
2018 Oct 17 3045.00 (SPXW1817J3045),0.10,0.0, ,0.05,0,254,2018 Oct 17 3045.00 (SPXW1817V3045),0.0,0.0,224.20,247.50,0,0
2018 Oct 17 3050.00 (SPXW1817J3050),0.05,0.0, ,0.05,0,640,2018 Oct 17 3050.00 (SPXW1817V3050),0.0,0.0,229.20,253.00,0,0
2018 Oct 17 3055.00 (SPXW1817J3055),0.04,0.0, ,0.05,0,608,2018 Oct 17 3055.00 (SPXW1817V3055),0.0,0.0,234.20,257.50,0,0
2018 Oct 17 3060.00 (SPXW1817J3060),0.15,0.0, ,0.05,0,1066,2018 Oct 17 3060.00 (SPXW1817V3060),127.16,0.0,239.20,262.50,0,2
2018 Oct 17 3065.00 (SPXW1817J3065),0.10,0.0, ,0.05,0,4,2018 Oct 17 3065.00 (SPXW1817V3065),0.0,0.0,244.20,267.50,0,0
